0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,-0.007812,0.000000
0.000000,-0.031250,0.000000
0.000000,-0.031250,0.000000
0.000000,-0.054688,0.000000
0.000000,-0.093750,0.000000
0.000000,-0.109375,0.000000
0.000000,-0.203125,0.000000
0.000000,-0.203125,0.000000
0.000000,-0.281250,0.000000
0.000000,-0.375000,0.000000
0.000000,-0.375000,0.000000
0.000000,-0.468750,0.000000
0.000000,-0.570312,0.000000
0.000000,-0.570312,0.000000
0.000000,-0.656250,0.000000
0.000000,-0.734375,0.000000
0.000000,-0.789062,0.000000
0.000000,-0.843750,0.000000
0.000000,-0.906250,0.000000
0.000000,-0.929688,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-1.000000,0.000000
0.000000,-0.984375,0.000000
0.000000,-0.984375,0.000000
0.000000,-0.906250,0.000000
0.000000,-0.898438,0.000000
0.000000,-0.890625,0.000000
0.000000,-0.882812,0.000000
0.000000,-0.859375,0.000000
0.000000,-0.859375,0.000000
0.000000,-0.804688,0.000000
0.000000,-0.796875,0.000000
0.000000,-0.796875,0.000000
0.000000,-0.757812,0.000000
0.000000,-0.750000,0.000000
0.000000,-0.750000,0.000000
0.000000,-0.726562,0.000000
0.000000,-0.703125,0.000000
0.000000,-0.703125,0.000000
0.000000,-0.664062,0.000000
0.000000,-0.664062,0.000000
0.000000,-0.664062,0.000000
0.000000,-0.656250,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.648438,0.000000
0.000000,-0.664062,0.000000
0.000000,-0.664062,0.000000
0.000000,-0.671875,0.000000
0.000000,-0.679688,0.000000
0.000000,-0.679688,0.000000
0.000000,-0.679688,0.000000
0.000000,-0.687500,0.000000
0.000000,-0.687500,0.000000
0.000000,-0.687500,0.000000
0.000000,-0.695312,0.000000
0.000000,-0.703125,0.000000
0.000000,-0.703125,0.000000
0.000000,-0.703125,0.000000
